Trip_ID,Pickup_Area,Drop_Area,Distance_km,Trip_Duration_min,Time_of_Day,Day_of_Week,Traffic_Level,Weather,Peak_Hour,Passenger_Count,Cab_Type,Payment_Mode,Driver_Rating,Fare_INR
TRIP03049,Bantalab,Sainik Colony,13.92,47,Evening,Sunday,High,Sunny,Yes,2,Mini,Cash,4.3,383.29
TRIP03050,Bus Stand,Satwari,33.66,70,Morning,Friday,Medium,Sunny,No,1,Mini,Cash,5.0,526.92
TRIP03051,Railway Station,Bantalab,18.12,36,Morning,Sunday,Low,Sunny,No,3,Sedan,Card,3.6,371.01
TRIP03052,Trikuta Nagar,Railway Station,9.65,22,Afternoon,Friday,Low,Sunny,No,3,SUV,Card,4.5,281.06
TRIP03053,Rehari,Railway Station,28.03,94,Evening,Sunday,High,Sunny,Yes,1,Mini,Card,4.4,546.37
TRIP03054,Gandhi Nagar,Bakshi Nagar,26.47,55,Night,Friday,Medium,Sunny,No,2,Mini,UPI,5.0,459.55
TRIP03055,Railway Station,Jewel Chowk,32.61,112,Morning,Sunday,High,Cloudy,Yes,4,Mini,UPI,4.7,666.34
TRIP03056,Bahu Plaza,Roop Nagar,6.99,11,Morning,Monday,Medium,Cloudy,Yes,4,Mini,Cash,4.1,266.86
TRIP03057,Jewel Chowk,University,6.96,21,Morning,Tuesday,High,Sunny,Yes,4,Mini,UPI,4.1,311.35
TRIP03058,Trikuta Nagar,Patoli,8.55,31,Morning,Friday,High,Sunny,No,1,Mini,Card,4.2,224.99
TRIP03059,Narwal,Talab Tillo,20.5,69,Evening,Thursday,High,Rainy,Yes,1,Mini,Card,4.3,477.32
TRIP03060,University,Kunjwani,39.42,135,Morning,Saturday,High,Sunny,Yes,1,Sedan,UPI,4.1,821.43
TRIP03061,Jewel Chowk,Satwari,35.13,119,Morning,Friday,High,Sunny,Yes,3,Mini,Cash,4.0,637.94
TRIP03062,Gandhi Nagar,Bantalab,18.53,58,Morning,Saturday,High,Cloudy,Yes,4,Mini,UPI,3.8,468.25
TRIP03063,Sainik Colony,Bantalab,22.79,34,Morning,Friday,Low,Cloudy,No,4,Mini,Card,4.4,384.92
TRIP03064,Trikuta Nagar,Kunjwani,36.1,61,Afternoon,Thursday,Low,Cloudy,No,1,Mini,UPI,3.6,526.97
TRIP03065,Muthi,Roop Nagar,17.48,62,Evening,Wednesday,High,Cloudy,Yes,3,Sedan,UPI,4.5,468.94
TRIP03066,Narwal,Kunjwani,28.41,63,Afternoon,Tuesday,Medium,Sunny,No,2,SUV,Cash,3.7,645.89
TRIP03067,Bahu Plaza,Bakshi Nagar,39.73,70,Morning,Sunday,Low,Foggy,No,4,Mini,UPI,4.6,636.07
TRIP03068,Roop Nagar,Bantalab,19.64,39,Afternoon,Tuesday,Medium,Sunny,No,2,Sedan,UPI,4.8,398.02
TRIP03069,University,Sainik Colony,32.48,58,Afternoon,Sunday,Low,Sunny,No,1,Mini,Cash,4.3,500.16
TRIP03070,Janipur,Bus Stand,13.95,28,Afternoon,Thursday,Low,Sunny,No,3,Sedan,Cash,4.0,302.12
TRIP03071,Narwal,Muthi,12.73,23,Morning,Friday,Low,Sunny,No,1,Mini,Cash,3.7,201.8
TRIP03072,Kunjwani,Muthi,26.98,56,Morning,Sunday,Medium,Sunny,Yes,2,Sedan,Card,4.1,585.78
TRIP03073,Narwal,Bakshi Nagar,6.26,23,Morning,Friday,High,Sunny,Yes,3,Mini,Cash,4.5,287.18
TRIP03074,Trikuta Nagar,Railway Station,39.34,137,Morning,Wednesday,High,Cloudy,Yes,3,Mini,UPI,4.2,717.81
TRIP03075,Bahu Plaza,Narwal,17.01,40,Afternoon,Saturday,Medium,Sunny,No,2,Sedan,Cash,4.1,370.25
TRIP03076,Bantalab,Railway Station,32.18,68,Morning,Friday,Medium,Rainy,No,1,Mini,Cash,4.1,551.62
TRIP03077,Roop Nagar,Bahu Plaza,37.48,131,Morning,Monday,High,Rainy,Yes,2,SUV,Card,4.6,976.12
TRIP03078,Talab Tillo,Gandhi Nagar,7.09,25,Evening,Saturday,High,Sunny,Yes,4,Sedan,Card,4.9,353.19
TRIP03079,Kunjwani,University,7.16,20,Afternoon,Thursday,Medium,Sunny,No,1,SUV,Card,4.2,210.17
TRIP03080,Janipur,Roop Nagar,5.6,16,Afternoon,Tuesday,Low,Cloudy,No,1,Mini,Cash,3.9,145.04
TRIP03081,Bus Stand,Gandhi Nagar,11.03,29,Afternoon,Friday,Medium,Sunny,No,4,Mini,Card,4.5,273.58
TRIP03082,Bus Stand,Talab Tillo,12.09,23,Night,Saturday,Low,Foggy,No,3,Mini,Card,4.4,320.64
TRIP03083,Bakshi Nagar,Gandhi Nagar,38.2,126,Evening,Thursday,High,Rainy,Yes,3,Mini,Card,4.9,717.69
TRIP03084,Rehari,Narwal,14.43,38,Afternoon,Sunday,Medium,Rainy,No,2,Mini,UPI,4.7,332.8
TRIP03085,Bahu Plaza,Channi Himmat,10.01,32,Night,Tuesday,High,Cloudy,No,3,Mini,Cash,4.5,320.66
TRIP03086,Roop Nagar,Satwari,6.67,19,Evening,Wednesday,High,Rainy,Yes,3,SUV,Card,3.6,371.49
TRIP03087,Rehari,Patoli,30.82,108,Evening,Friday,High,Cloudy,Yes,2,Sedan,Card,4.7,682.42
TRIP03088,Bakshi Nagar,Patoli,25.48,43,Evening,Sunday,Low,Sunny,Yes,3,Sedan,UPI,4.4,538.66
TRIP03089,Bakshi Nagar,Railway Station,25.81,57,Morning,Tuesday,Medium,Sunny,Yes,4,SUV,UPI,5.0,669.34
TRIP03090,Bus Stand,Narwal,14.35,22,Afternoon,Friday,Low,Cloudy,No,3,Sedan,UPI,3.9,302.11
TRIP03091,Narwal,Talab Tillo,6.75,11,Evening,Wednesday,Medium,Sunny,Yes,1,SUV,Card,4.7,272.01
TRIP03092,Roop Nagar,Talab Tillo,24.05,88,Evening,Wednesday,High,Sunny,Yes,3,Sedan,Cash,4.4,585.65
TRIP03093,Muthi,Trikuta Nagar,5.82,19,Evening,Monday,High,Sunny,Yes,2,Mini,UPI,5.0,250.54
TRIP03094,Satwari,Jewel Chowk,20.34,71,Evening,Friday,High,Foggy,Yes,1,Mini,Cash,4.8,472.83
TRIP03095,Talab Tillo,Janipur,29.14,63,Evening,Tuesday,Medium,Sunny,Yes,3,Mini,Card,4.5,531.41
TRIP03096,Muthi,Roop Nagar,1.13,5,Evening,Friday,Medium,Sunny,Yes,2,Mini,Cash,4.4,151.55
TRIP03097,Sainik Colony,Bahu Plaza,28.31,57,Evening,Friday,Medium,Rainy,Yes,1,Mini,Card,4.0,543.4
TRIP03098,Patoli,Jewel Chowk,23.86,34,Evening,Friday,Low,Cloudy,No,2,Sedan,Cash,4.7,462.86
TRIP03099,Railway Station,Channi Himmat,14.72,21,Afternoon,Saturday,Low,Rainy,No,4,Mini,UPI,4.0,328.5
TRIP03100,Trikuta Nagar,Satwari,39.06,88,Afternoon,Sunday,Medium,Sunny,No,4,Mini,Cash,4.8,654.56
TRIP03101,Patoli,Bantalab,15.8,25,Evening,Tuesday,Low,Sunny,Yes,4,Mini,Card,4.1,350.89
TRIP03102,Gandhi Nagar,Satwari,21.35,32,Night,Sunday,Low,Sunny,No,2,Mini,Cash,3.8,392.97
TRIP03103,Bakshi Nagar,Muthi,1.11,5,Night,Thursday,Low,Sunny,No,4,Mini,Card,4.4,140.71
TRIP03104,Bakshi Nagar,Bahu Plaza,16.01,39,Morning,Thursday,Medium,Sunny,No,1,Mini,Card,4.8,279.32
TRIP03105,Sainik Colony,Rehari,20.19,35,Night,Monday,Low,Sunny,No,3,Mini,Cash,4.5,368.4
TRIP03106,Sainik Colony,Jewel Chowk,26.73,96,Afternoon,Saturday,High,Cloudy,No,3,Mini,Card,3.8,534.93
TRIP03107,Muthi,Railway Station,28.95,92,Morning,Thursday,High,Rainy,Yes,2,Mini,Card,4.5,596.69
TRIP03108,Narwal,Roop Nagar,13.5,18,Morning,Friday,Low,Rainy,Yes,2,Sedan,UPI,4.5,353.57
TRIP03109,University,Jewel Chowk,14.85,31,Morning,Wednesday,Low,Sunny,No,4,SUV,Cash,4.6,389.6
TRIP03110,Bahu Plaza,Roop Nagar,3.13,7,Morning,Wednesday,Medium,Sunny,No,3,Mini,Cash,4.2,155.01
TRIP03111,Trikuta Nagar,Gandhi Nagar,33.99,113,Evening,Thursday,High,Sunny,Yes,4,Mini,Cash,5.0,645.87
TRIP03112,Bakshi Nagar,Rehari,13.65,21,Morning,Sunday,Low,Sunny,No,3,Sedan,Cash,4.6,311.96
TRIP03113,Jewel Chowk,Bus Stand,1.91,5,Afternoon,Monday,High,Sunny,No,4,Sedan,UPI,4.8,197.82
TRIP03114,Gandhi Nagar,Patoli,12.56,32,Evening,Monday,Medium,Sunny,No,4,SUV,UPI,4.4,363.53
TRIP03115,Satwari,Gandhi Nagar,14.71,23,Morning,Monday,Low,Sunny,No,1,Mini,UPI,4.2,227.99
TRIP03116,Bahu Plaza,Satwari,5.62,13,Afternoon,Sunday,Medium,Sunny,No,2,Sedan,UPI,4.4,203.95
TRIP03117,Muthi,Channi Himmat,25.26,80,Evening,Friday,High,Rainy,Yes,2,SUV,Card,4.8,732.29
TRIP03118,Satwari,Bus Stand,20.11,70,Evening,Saturday,High,Sunny,Yes,2,SUV,Cash,4.7,618.79
TRIP03119,Gandhi Nagar,Patoli,29.89,51,Evening,Thursday,Low,Sunny,No,2,Mini,UPI,4.8,437.51
TRIP03120,Janipur,Trikuta Nagar,13.65,18,Afternoon,Wednesday,Low,Sunny,No,2,SUV,Cash,4.2,329.83
TRIP03121,Patoli,Rehari,18.4,65,Evening,Monday,High,Rainy,Yes,3,Mini,Cash,4.0,471.68
TRIP03122,Narwal,Channi Himmat,17.39,38,Afternoon,Friday,Medium,Cloudy,No,1,Sedan,Cash,4.9,369.4
TRIP03123,Jewel Chowk,Gandhi Nagar,32.06,49,Morning,Saturday,Low,Sunny,No,2,Sedan,Cash,4.7,593.16
TRIP03124,Channi Himmat,Bahu Plaza,2.88,11,Afternoon,Wednesday,Low,Cloudy,No,1,Sedan,Cash,3.6,105.92
TRIP03125,Jewel Chowk,Kunjwani,23.02,82,Morning,Sunday,High,Cloudy,Yes,4,Sedan,Card,4.4,602.1
TRIP03126,Narwal,University,27.45,40,Evening,Sunday,Low,Foggy,No,1,Mini,Cash,4.8,451.16
TRIP03127,Railway Station,Kunjwani,19.2,68,Morning,Friday,High,Sunny,Yes,1,SUV,Card,5.0,549.34
TRIP03128,Bahu Plaza,Jewel Chowk,6.99,11,Night,Monday,Medium,Sunny,No,3,Sedan,Card,4.2,232.6
TRIP03129,Bahu Plaza,Railway Station,4.26,12,Morning,Sunday,Medium,Sunny,Yes,4,Sedan,UPI,4.7,253.21
TRIP03130,Trikuta Nagar,Patoli,11.29,34,Night,Friday,High,Sunny,No,2,Mini,UPI,5.0,294.07
TRIP03131,Roop Nagar,Gandhi Nagar,34.57,117,Evening,Tuesday,High,Rainy,Yes,4,SUV,Cash,4.5,939.72
TRIP03132,Sainik Colony,Bantalab,34.16,119,Morning,Friday,High,Cloudy,Yes,3,Sedan,UPI,4.5,738.3
TRIP03133,Rehari,Channi Himmat,21.38,74,Morning,Monday,High,Sunny,Yes,1,Sedan,Card,4.9,519.96
TRIP03134,Rehari,Roop Nagar,15.14,50,Afternoon,Tuesday,High,Sunny,No,2,Mini,Card,4.2,318.83
TRIP03135,Roop Nagar,Patoli,13.47,35,Evening,Saturday,Medium,Sunny,Yes,2,Mini,Card,4.0,331.89
TRIP03136,Railway Station,Kunjwani,18.05,35,Evening,Thursday,Medium,Sunny,Yes,3,Mini,Card,4.0,400.45
TRIP03137,Muthi,Satwari,31.5,109,Morning,Wednesday,High,Sunny,Yes,2,Mini,Cash,4.6,593.8
TRIP03138,Jewel Chowk,Kunjwani,34.82,71,Evening,Monday,Medium,Sunny,No,4,Sedan,Card,3.8,668.68
TRIP03139,Jewel Chowk,Rehari,6.19,10,Evening,Thursday,Medium,Cloudy,Yes,4,Mini,Cash,4.1,247.41
TRIP03140,Railway Station,Narwal,6.29,27,Night,Saturday,High,Rainy,Yes,3,Sedan,Cash,4.2,385.98
TRIP03141,Railway Station,Channi Himmat,28.17,46,Afternoon,Saturday,Low,Sunny,No,4,Sedan,UPI,4.3,557.91
TRIP03142,Bus Stand,Talab Tillo,23.75,56,Evening,Monday,Medium,Cloudy,No,4,Sedan,Cash,4.2,505.6
TRIP03143,Talab Tillo,Bahu Plaza,30.63,70,Morning,Wednesday,Medium,Sunny,Yes,2,Mini,UPI,3.5,550.12
TRIP03144,University,Gandhi Nagar,27.39,98,Evening,Tuesday,High,Sunny,Yes,1,Mini,Cash,3.6,524.05
TRIP03145,Patoli,Janipur,24.11,48,Evening,Friday,Medium,Sunny,Yes,2,Mini,Card,4.6,444.8
TRIP03146,Channi Himmat,Satwari,23.71,82,Night,Thursday,High,Sunny,Yes,4,Mini,UPI,4.6,548.25
TRIP03147,Patoli,Bahu Plaza,15.05,29,Evening,Saturday,Medium,Rainy,No,1,Mini,Card,4.4,327.08
TRIP03148,Trikuta Nagar,Jewel Chowk,7.56,26,Evening,Friday,High,Sunny,Yes,4,SUV,UPI,4.3,350.67
TRIP03149,Kunjwani,Muthi,30.04,46,Night,Tuesday,Low,Cloudy,No,1,Mini,Card,4.5,488.98
TRIP03150,Talab Tillo,Bantalab,11.61,30,Evening,Thursday,Medium,Sunny,Yes,4,Mini,Cash,4.8,308.64
TRIP03151,Bantalab,Roop Nagar,37.77,128,Evening,Monday,High,Rainy,Yes,3,Mini,Card,3.9,724.66
TRIP03152,Roop Nagar,Sainik Colony,38.38,62,Afternoon,Saturday,Low,Sunny,No,1,Sedan,UPI,4.7,687.03
TRIP03153,Talab Tillo,Gandhi Nagar,28.82,59,Evening,Tuesday,Medium,Sunny,Yes,4,Sedan,Cash,4.1,618.5
TRIP03154,Muthi,Bantalab,6.18,15,Afternoon,Monday,Medium,Sunny,No,2,Sedan,Cash,4.8,202.07
TRIP03155,Bakshi Nagar,Narwal,21.79,43,Evening,Tuesday,Medium,Rainy,Yes,3,Mini,UPI,4.8,488.92
TRIP03156,Bakshi Nagar,Bus Stand,5.01,5,Evening,Tuesday,Low,Foggy,Yes,4,Sedan,Card,4.5,238.07
TRIP03157,Kunjwani,Trikuta Nagar,25.85,46,Morning,Friday,Low,Cloudy,Yes,2,SUV,UPI,4.8,633.35
TRIP03158,Roop Nagar,Janipur,3.92,12,Night,Wednesday,Low,Rainy,No,4,Mini,UPI,4.9,196.66
TRIP03159,Bus Stand,Channi Himmat,25.68,84,Morning,Monday,High,Sunny,Yes,2,Mini,Card,4.5,507.04
TRIP03160,Roop Nagar,Channi Himmat,2.06,5,Night,Saturday,Low,Foggy,No,3,Mini,Cash,4.9,187.61
TRIP03161,Bantalab,Janipur,26.96,57,Evening,Wednesday,Medium,Sunny,Yes,4,Sedan,UPI,3.6,582.36
TRIP03162,University,Channi Himmat,13.07,47,Evening,Tuesday,High,Sunny,Yes,2,Mini,Card,3.6,352.43
TRIP03163,Bahu Plaza,Rehari,38.15,60,Afternoon,Tuesday,Low,Sunny,No,1,Mini,UPI,4.7,551.4
TRIP03164,Jewel Chowk,Sainik Colony,20.04,69,Morning,Saturday,High,Cloudy,Yes,3,Mini,UPI,4.9,492.58
TRIP03165,Bakshi Nagar,Gandhi Nagar,36.26,74,Afternoon,Sunday,Medium,Cloudy,No,4,SUV,Card,3.9,859.37
TRIP03166,Patoli,Rehari,26.18,47,Evening,Tuesday,Low,Sunny,Yes,1,Mini,Cash,4.6,448.31
TRIP03167,Jewel Chowk,Bahu Plaza,2.26,5,Night,Monday,Medium,Rainy,No,4,Mini,Cash,4.5,226.94
TRIP03168,Kunjwani,Roop Nagar,26.25,92,Evening,Saturday,High,Rainy,Yes,4,SUV,Cash,4.1,780.94
TRIP03169,Railway Station,Channi Himmat,6.55,13,Morning,Sunday,Medium,Sunny,No,2,SUV,Cash,4.7,239.3
TRIP03170,Trikuta Nagar,Railway Station,12.52,42,Morning,Sunday,High,Rainy,Yes,4,Mini,Cash,4.0,424.81
TRIP03171,Railway Station,Satwari,1.6,12,Evening,Monday,High,Rainy,Yes,3,SUV,Cash,4.2,258.63
TRIP03172,Bakshi Nagar,Bahu Plaza,32.65,69,Evening,Friday,Medium,Sunny,Yes,1,SUV,Card,4.3,787.35
TRIP03173,Gandhi Nagar,Satwari,5.54,5,Evening,Saturday,Low,Rainy,Yes,4,Mini,Cash,3.7,258.22
TRIP03174,Kunjwani,Jewel Chowk,7.62,18,Afternoon,Tuesday,Low,Sunny,No,4,Mini,UPI,5.0,180.45
TRIP03175,Sainik Colony,Bantalab,37.12,56,Afternoon,Wednesday,Low,Sunny,No,1,SUV,Cash,4.7,780.81
TRIP03176,Bantalab,Narwal,8.33,21,Morning,Sunday,Medium,Cloudy,No,1,SUV,Card,3.7,290.87
TRIP03177,Satwari,Bantalab,17.93,65,Morning,Sunday,High,Sunny,Yes,4,Mini,Cash,4.1,455.56
TRIP03178,Bantalab,Patoli,13.9,24,Morning,Wednesday,Low,Cloudy,No,3,Sedan,UPI,4.7,302.09
TRIP03179,Rehari,Bahu Plaza,35.43,54,Night,Friday,Low,Sunny,No,3,Mini,Card,4.0,569.88
TRIP03180,Rehari,Bantalab,6.97,20,Evening,Tuesday,Medium,Rainy,Yes,4,SUV,Cash,4.7,334.07
TRIP03181,Narwal,Muthi,33.73,70,Evening,Friday,Medium,Sunny,Yes,1,Mini,Cash,3.8,553.94
TRIP03182,University,Patoli,27.16,88,Morning,Monday,High,Sunny,Yes,4,Mini,Card,4.2,564.74
TRIP03183,Roop Nagar,Bahu Plaza,3.54,13,Night,Monday,Low,Rainy,No,4,SUV,UPI,4.4,234.59
TRIP03184,Narwal,Muthi,14.59,29,Evening,Monday,Medium,Foggy,No,3,Mini,UPI,4.3,322.98
TRIP03185,Patoli,Bakshi Nagar,10.58,38,Evening,Saturday,High,Sunny,Yes,3,Mini,Card,4.9,341.94
TRIP03186,Patoli,Trikuta Nagar,16.95,59,Morning,Thursday,High,Rainy,Yes,1,Mini,UPI,4.5,445.0
TRIP03187,Satwari,University,13.73,47,Afternoon,Wednesday,High,Rainy,No,2,Mini,Cash,3.8,361.17
TRIP03188,Trikuta Nagar,Patoli,6.86,20,Evening,Friday,High,Sunny,Yes,4,Sedan,UPI,4.9,324.53
TRIP03189,Gandhi Nagar,Rehari,7.25,22,Morning,Sunday,High,Sunny,Yes,2,Sedan,Cash,3.9,305.26
TRIP03190,Narwal,Rehari,39.82,129,Morning,Monday,High,Sunny,Yes,4,Mini,Card,4.3,730.87
TRIP03191,Rehari,Bahu Plaza,12.19,32,Afternoon,Tuesday,Medium,Sunny,Yes,2,Mini,Card,4.0,295.18
TRIP03192,Railway Station,Patoli,14.61,46,Night,Sunday,High,Foggy,No,1,Mini,Cash,4.3,382.0
TRIP03193,Kunjwani,Bus Stand,19.46,66,Evening,Monday,High,Rainy,Yes,2,Mini,UPI,3.7,482.05
TRIP03194,Patoli,Gandhi Nagar,35.71,124,Afternoon,Thursday,High,Sunny,Yes,3,Sedan,UPI,4.3,770.49
TRIP03195,University,Gandhi Nagar,11.97,32,Night,Sunday,Medium,Cloudy,No,4,Mini,UPI,3.9,340.96
TRIP03196,Janipur,Bakshi Nagar,18.84,32,Evening,Thursday,Low,Sunny,No,1,Sedan,UPI,4.2,342.48
TRIP03197,Trikuta Nagar,Narwal,30.03,63,Morning,Wednesday,Medium,Cloudy,Yes,2,Sedan,Cash,4.4,629.85
TRIP03198,Janipur,Talab Tillo,23.64,82,Evening,Tuesday,High,Sunny,Yes,2,Mini,Card,4.2,498.61
TRIP03199,Trikuta Nagar,Channi Himmat,31.46,105,Morning,Monday,High,Cloudy,Yes,2,Mini,UPI,4.9,587.88
TRIP03200,Roop Nagar,Bahu Plaza,3.0,13,Morning,Friday,High,Sunny,Yes,4,Mini,UPI,3.7,230.43
TRIP03201,Roop Nagar,Bantalab,7.23,8,Night,Saturday,Low,Sunny,No,2,Sedan,Card,3.6,228.61
TRIP03202,Janipur,Talab Tillo,27.1,63,Afternoon,Saturday,Medium,Sunny,No,2,Sedan,UPI,4.7,549.99
TRIP03203,Bakshi Nagar,Gandhi Nagar,21.16,71,Morning,Friday,High,Sunny,Yes,2,Sedan,UPI,4.9,524.53
TRIP03204,University,Muthi,32.75,54,Afternoon,Sunday,Low,Cloudy,No,2,Sedan,UPI,5.0,602.94
TRIP03205,Rehari,Talab Tillo,23.46,33,Afternoon,Monday,Low,Foggy,No,1,Sedan,Cash,3.9,452.22
TRIP03206,Kunjwani,Narwal,30.53,106,Morning,Friday,High,Sunny,Yes,4,Mini,Card,4.5,602.28
TRIP03207,Railway Station,Trikuta Nagar,9.63,36,Evening,Sunday,High,Sunny,Yes,2,Mini,Card,4.8,324.42
TRIP03208,Narwal,University,23.19,84,Evening,Thursday,High,Sunny,Yes,3,Mini,Card,3.8,487.78
TRIP03209,Satwari,Muthi,10.62,39,Evening,Sunday,High,Rainy,Yes,3,Mini,UPI,4.0,403.74
TRIP03210,Kunjwani,Patoli,15.13,39,Morning,Friday,Medium,Sunny,Yes,2,Mini,Cash,3.9,329.39
TRIP03211,Janipur,Rehari,25.16,47,Night,Monday,Low,Sunny,No,4,Mini,Cash,4.5,452.44
TRIP03212,Narwal,Talab Tillo,7.75,31,Afternoon,Friday,High,Rainy,No,1,Sedan,UPI,4.2,286.67
TRIP03213,Narwal,Bantalab,1.1,9,Evening,Friday,Medium,Sunny,No,3,Mini,UPI,4.4,118.68
TRIP03214,Muthi,Talab Tillo,15.64,37,Afternoon,Monday,Medium,Rainy,Yes,4,Sedan,UPI,4.8,447.44
TRIP03215,Trikuta Nagar,Narwal,4.12,14,Morning,Wednesday,High,Cloudy,Yes,2,Sedan,Cash,4.9,253.85
TRIP03216,Jewel Chowk,Bus Stand,13.45,21,Afternoon,Thursday,Low,Sunny,No,4,Mini,Card,4.6,271.99
TRIP03217,Jewel Chowk,Satwari,14.16,37,Afternoon,Tuesday,Medium,Foggy,No,1,Mini,Card,4.1,298.92
TRIP03218,Bakshi Nagar,Railway Station,16.91,35,Night,Saturday,Medium,Sunny,No,4,Mini,Cash,3.5,382.07
TRIP03219,Railway Station,Roop Nagar,24.43,52,Evening,Monday,Medium,Sunny,Yes,4,Sedan,Card,5.0,565.64
TRIP03220,Muthi,Bantalab,11.25,21,Evening,Thursday,Medium,Foggy,Yes,3,Mini,UPI,3.9,329.14
TRIP03221,Railway Station,Kunjwani,24.71,55,Evening,Thursday,Medium,Sunny,Yes,1,Sedan,Card,4.2,519.01
TRIP03222,University,Rehari,12.28,47,Morning,Thursday,High,Sunny,No,1,Mini,UPI,4.7,291.04
TRIP03223,Bahu Plaza,Railway Station,34.8,114,Evening,Sunday,High,Rainy,Yes,1,Mini,Card,4.5,695.59
TRIP03224,Railway Station,Narwal,27.77,93,Morning,Tuesday,High,Sunny,Yes,1,Sedan,UPI,4.2,624.88
TRIP03225,Bus Stand,Rehari,30.48,109,Afternoon,Tuesday,High,Rainy,Yes,2,Mini,Cash,4.5,604.82
TRIP03226,Janipur,Bahu Plaza,4.86,14,Afternoon,Thursday,Low,Sunny,No,2,Mini,Card,3.7,121.67
TRIP03227,Bahu Plaza,Bus Stand,9.51,19,Morning,Thursday,Medium,Sunny,Yes,2,SUV,UPI,4.8,317.92
TRIP03228,Satwari,University,7.37,18,Evening,Saturday,Medium,Sunny,Yes,2,Sedan,Cash,4.8,293.6
TRIP03229,Muthi,Roop Nagar,10.19,18,Afternoon,Thursday,Low,Sunny,No,4,Mini,Card,4.8,210.43
TRIP03230,Bahu Plaza,Railway Station,36.6,121,Night,Wednesday,High,Sunny,Yes,3,Mini,Card,3.6,693.17
TRIP03231,Sainik Colony,Roop Nagar,18.86,35,Afternoon,Wednesday,Low,Sunny,No,1,Sedan,UPI,4.4,341.65
TRIP03232,Channi Himmat,Roop Nagar,19.53,33,Night,Thursday,Low,Cloudy,No,3,Sedan,Cash,4.7,440.93
TRIP03233,Bus Stand,Bantalab,37.68,127,Morning,Wednesday,High,Cloudy,Yes,1,Mini,Card,4.5,668.61
TRIP03234,Satwari,Muthi,35.74,123,Afternoon,Monday,High,Cloudy,Yes,2,Mini,Cash,4.1,650.75
TRIP03235,Satwari,Kunjwani,27.38,92,Afternoon,Tuesday,High,Cloudy,Yes,4,Mini,UPI,4.1,569.05
TRIP03236,Narwal,Janipur,10.06,33,Morning,Friday,High,Sunny,Yes,2,Mini,UPI,4.6,322.36
TRIP03237,Railway Station,Channi Himmat,21.11,34,Afternoon,Friday,Low,Rainy,No,4,Mini,Cash,3.5,393.5
TRIP03238,Kunjwani,Gandhi Nagar,38.26,88,Morning,Wednesday,Medium,Sunny,No,4,Mini,Cash,3.8,619.4
TRIP03239,University,Railway Station,34.7,51,Evening,Wednesday,Low,Sunny,No,2,Mini,UPI,4.0,517.09
TRIP03240,Railway Station,Janipur,16.58,31,Afternoon,Thursday,Low,Sunny,No,2,Mini,UPI,3.6,262.98
TRIP03241,Narwal,Trikuta Nagar,11.62,22,Night,Wednesday,Low,Cloudy,No,2,Sedan,Cash,4.1,278.16
TRIP03242,Patoli,Bahu Plaza,18.51,46,Night,Sunday,Medium,Rainy,No,3,Mini,Cash,4.9,420.23
TRIP03243,Bus Stand,Gandhi Nagar,22.51,79,Morning,Wednesday,High,Sunny,Yes,2,SUV,Card,4.8,625.64
TRIP03244,Narwal,Bus Stand,1.54,11,Morning,Wednesday,High,Rainy,Yes,2,Mini,Card,3.8,233.38
TRIP03245,Kunjwani,Sainik Colony,25.75,45,Afternoon,Saturday,Low,Sunny,No,1,Mini,UPI,4.6,402.09
TRIP03246,Patoli,Rehari,27.34,49,Afternoon,Wednesday,Low,Cloudy,No,2,Sedan,Card,5.0,514.83
TRIP03247,Kunjwani,Narwal,33.27,76,Night,Wednesday,Medium,Rainy,No,4,Mini,UPI,4.7,622.91
TRIP03248,Channi Himmat,Bahu Plaza,20.36,37,Night,Monday,Low,Foggy,No,4,Mini,Cash,4.8,404.58
TRIP03249,Bus Stand,Railway Station,11.66,23,Morning,Sunday,Low,Cloudy,Yes,2,Mini,Card,3.9,291.11
TRIP03250,Satwari,Janipur,14.7,48,Morning,Thursday,High,Cloudy,Yes,3,Mini,Card,4.2,403.82
TRIP03251,Railway Station,Sainik Colony,10.05,19,Afternoon,Wednesday,Low,Cloudy,No,3,Sedan,UPI,4.3,231.64
TRIP03252,Jewel Chowk,Bus Stand,39.6,66,Evening,Saturday,Low,Sunny,No,4,SUV,Card,4.2,900.45
TRIP03253,Railway Station,University,34.12,118,Morning,Wednesday,High,Sunny,Yes,2,Mini,Cash,3.7,621.59
TRIP03254,Satwari,Bantalab,14.5,35,Night,Thursday,Medium,Sunny,No,4,Mini,Cash,4.6,344.53
TRIP03255,Muthi,Kunjwani,32.6,70,Evening,Friday,Medium,Sunny,Yes,3,Sedan,UPI,5.0,673.95
TRIP03256,Muthi,Channi Himmat,18.16,63,Night,Sunday,High,Sunny,No,3,Sedan,Cash,3.8,485.11
TRIP03257,Jewel Chowk,Roop Nagar,1.47,7,Night,Friday,Low,Sunny,No,3,Sedan,Cash,4.6,122.76
TRIP03258,Kunjwani,Muthi,17.36,59,Evening,Saturday,High,Sunny,Yes,2,Mini,Cash,3.6,428.29
TRIP03259,Bantalab,Gandhi Nagar,33.08,58,Morning,Friday,Low,Sunny,Yes,2,Mini,UPI,3.9,556.47
TRIP03260,Janipur,Railway Station,9.12,33,Morning,Thursday,High,Sunny,No,2,SUV,Card,3.8,307.06
TRIP03261,Gandhi Nagar,Channi Himmat,35.95,124,Morning,Saturday,High,Sunny,Yes,1,Mini,UPI,3.6,657.0
